       JobID    JobName  Partition    Account  AllocCPUS      State ExitCode 
18792542     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792542.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792543     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792543.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792544     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792544.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792545     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792545.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792546     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792546.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792547     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792547.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792548     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792548.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792549     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792549.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792550     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792550.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792551     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792551.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792552     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792552.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792553     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792553.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792554     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792554.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792555     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792555.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792556     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792556.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792557     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792557.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792558     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792558.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792559     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792559.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792560     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792560.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792561     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792561.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792562     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792562.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792563     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792563.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792564     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792564.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792565     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792565.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792566     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792566.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792567     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792567.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792568     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792568.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792569     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792569.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792570     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792570.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792571     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792571.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792572     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792572.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792573     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792573.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792574     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792574.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792575     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792575.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792576     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792576.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792577     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792577.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792578     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792578.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792579     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792579.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792580     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792580.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792581     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792581.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792582     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792582.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792583     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792583.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792584     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792584.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792585     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792585.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792586     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792586.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792587     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792587.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792588     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792588.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792589     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792589.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792590     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792590.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792591     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792591.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792592     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792592.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792593     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792593.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792594     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792594.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792595     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792595.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792596     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792596.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792597     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792597.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792598     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792598.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792599     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792599.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792600     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792600.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792601     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792601.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792602     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792602.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792603     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792603.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792604     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792604.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792605     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792605.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792606     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792606.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792607     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792607.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792608     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792608.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792609     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792609.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792610     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792610.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792611     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792611.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792612     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792612.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792613     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792613.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792614     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792614.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792615     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792615.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792616     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792616.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792617     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792617.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792618     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792618.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792619     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792619.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792620     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792620.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792621     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792621.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792622     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792622.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792623     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792623.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792624     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792624.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792625     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792625.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792626     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792626.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792627     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792627.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792628     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792628.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792629     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792629.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792630     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792630.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792631     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792631.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792632     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792632.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792633     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792633.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792634     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792634.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792635     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792635.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792636     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792636.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792637     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792637.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792638     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792638.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792639     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792639.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792640     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792640.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792641     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792641.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792642     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792642.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792643     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792643.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792644     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792644.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792645     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792645.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792646     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792646.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792647     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792647.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792648     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792648.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792649     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792649.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792650     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792650.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792651     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792651.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792652     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792652.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792653     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792653.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792654     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792654.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792655     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792655.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792656     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792656.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792657     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792657.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792658     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792658.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792659     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792659.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792660     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792660.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792661     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792661.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792662     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792662.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792663     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792663.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792664     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792664.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792665     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792665.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792666     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792666.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792667     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792667.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792668     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792668.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792669     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792669.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792670     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792670.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792671     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792671.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792672     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792672.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792673     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792673.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792674     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792674.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792675     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792675.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792676     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792676.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792677     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792677.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
18792678     0.1_0.2_3+    general rc_bhamid+          1    RUNNING      0:0 
18792678.ex+     extern            rc_bhamid+          1    RUNNING      0:0 
